"K", "T", "raw time", "avg per 10"
1, 400, 40.8045 
2, 400, 38.7619
4, 400, 36.3475
6, 360, 31.7859
8, 400, 35.1279
10, 400, 34.6427
12, 360, 31.036
14, 420, 35.4765
16, 400, 34.1612
18, 360, 30.7326
20, 400, 34.036
22, 440, 37.1281
24, 360, 30.658
26, 520, 43.3944
28, 560, 48.2147
30, 360, 33.2747
